"","year","age","maritl","race","education","health","wage_status"
"1833",2009,44,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"1834",2008,56,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"1835",2007,38,"2. Married","2. Black","4. College Grad","2. >=Very Good",1
"1836",2003,36,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"1837",2005,28,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"1838",2005,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1839",2008,42,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1840",2009,51,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"1841",2004,55,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"1842",2007,39,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1843",2003,42,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1844",2006,33,"2. Married","2. Black","5. Advanced Degree","2. >=Very Good",1
"1845",2008,23,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"1846",2003,40,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1847",2003,40,"2. Married","1. White","3. Some College","1. <=Good",0
"1848",2009,51,"2. Married","3. Asian","3. Some College","1. <=Good",1
"1849",2007,76,"2. Married","3. Asian","4. College Grad","1. <=Good",0
"1850",2007,57,"4. Divorced","1. White","5. Advanced Degree","1. <=Good",0
"1851",2003,27,"5. Separated","1. White","3. Some College","2. >=Very Good",0
"1852",2005,26,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1853",2005,25,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1854",2005,27,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1855",2004,33,"1. Never Married","1. White","3. Some College","1. <=Good",0
"1856",2003,51,"4. Divorced","1. White","1. < HS Grad","2. >=Very Good",0
"1857",2005,22,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1858",2005,47,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1859",2009,34,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"1860",2008,47,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"1861",2005,31,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"1862",2005,46,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1863",2006,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1864",2006,49,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1865",2003,40,"2. Married","2. Black","4. College Grad","2. >=Very Good",1
"1866",2004,51,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1867",2008,31,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1868",2003,58,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1869",2005,48,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"1870",2004,54,"4. Divorced","2. Black","4. College Grad","2. >=Very Good",1
"1871",2007,56,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1872",2007,61,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1873",2009,32,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1874",2007,60,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1875",2006,42,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1876",2003,22,"1. Never Married","3. Asian","3. Some College","2. >=Very Good",0
"1877",2003,46,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1878",2005,53,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1879",2008,43,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"1880",2009,32,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1881",2009,30,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1882",2009,50,"1. Never Married","2. Black","5. Advanced Degree","1. <=Good",1
"1883",2006,40,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1884",2009,55,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1885",2004,42,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1886",2004,35,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1887",2004,33,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1888",2004,33,"2. Married","1. White","3. Some College","1. <=Good",1
"1889",2003,38,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1890",2009,41,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1891",2009,42,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1892",2009,58,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1893",2009,45,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1894",2009,47,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"1895",2005,30,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1896",2009,34,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1897",2006,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1898",2008,58,"5. Separated","1. White","1. < HS Grad","2. >=Very Good",0
"1899",2009,44,"2. Married","2. Black","3. Some College","1. <=Good",1
"1900",2005,28,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1901",2004,46,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1902",2008,36,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1903",2007,37,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"1904",2008,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1905",2007,56,"4. Divorced","1. White","3. Some College","2. >=Very Good",0
"1906",2009,38,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1907",2007,41,"1. Never Married","2. Black","1. < HS Grad","2. >=Very Good",0
"1908",2004,62,"2. Married","1. White","3. Some College","1. <=Good",0
"1909",2004,40,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1910",2004,44,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1911",2007,56,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1912",2008,51,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"1913",2005,41,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1914",2005,52,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1915",2008,27,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1916",2004,52,"2. Married","1. White","4. College Grad","1. <=Good",1
"1917",2005,51,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"1918",2009,51,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1919",2005,28,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1920",2007,49,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1921",2007,61,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1922",2006,39,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1923",2005,23,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"1924",2007,53,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1925",2004,55,"1. Never Married","3. Asian","3. Some College","2. >=Very Good",0
"1926",2005,48,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1927",2007,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1928",2009,31,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"1929",2007,53,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1930",2008,49,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1931",2003,49,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"1932",2004,43,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1933",2007,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1934",2008,46,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",1
"1935",2005,48,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1936",2005,19,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1937",2004,56,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"1938",2003,44,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1939",2009,23,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1940",2005,42,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"1941",2008,32,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1942",2003,32,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1943",2003,43,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1944",2008,57,"1. Never Married","2. Black","4. College Grad","2. >=Very Good",1
"1945",2008,26,"2. Married","2. Black","3. Some College","1. <=Good",1
"1946",2009,67,"4. Divorced","1. White","3. Some College","1. <=Good",1
"1947",2004,31,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1948",2006,49,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"1949",2005,29,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"1950",2008,41,"2. Married","1. White","3. Some College","1. <=Good",1
"1951",2006,35,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1952",2009,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1953",2004,33,"5. Separated","2. Black","3. Some College","2. >=Very Good",0
"1954",2009,53,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1955",2009,43,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"1956",2004,36,"2. Married","1. White","4. College Grad","1. <=Good",0
"1957",2004,38,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1958",2003,58,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1959",2004,45,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1960",2005,34,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1961",2007,30,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1962",2008,21,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"1963",2003,39,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1964",2006,28,"1. Never Married","2. Black","3. Some College","2. >=Very Good",1
"1965",2008,54,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1966",2007,24,"1. Never Married","1. White","3. Some College","1. <=Good",0
"1967",2005,57,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"1968",2003,48,"5. Separated","2. Black","2. HS Grad","2. >=Very Good",0
"1969",2004,31,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1970",2006,47,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1971",2004,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1972",2004,30,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1973",2003,41,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"1974",2008,26,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"1975",2009,32,"1. Never Married","3. Asian","3. Some College","2. >=Very Good",1
"1976",2009,39,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1977",2004,42,"2. Married","2. Black","3. Some College","1. <=Good",1
"1978",2005,24,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"1979",2006,44,"4. Divorced","1. White","5. Advanced Degree","2. >=Very Good",1
"1980",2006,30,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"1981",2006,58,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1982",2008,33,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1983",2008,56,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1984",2005,28,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1985",2008,41,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1986",2009,22,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1987",2004,37,"4. Divorced","1. White","3. Some College","1. <=Good",0
"1988",2006,18,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"1989",2004,37,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1990",2007,43,"2. Married","1. White","4. College Grad","1. <=Good",1
"1991",2008,49,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"1992",2005,36,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1993",2007,47,"2. Married","2. Black","5. Advanced Degree","2. >=Very Good",0
"1994",2003,52,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1995",2009,34,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1996",2004,62,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1997",2007,44,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1998",2005,48,"2. Married","1. White","1. < HS Grad","1. <=Good",1
"1999",2007,51,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2000",2009,35,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"2001",2003,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2002",2005,34,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2003",2003,50,"2. Married","3. Asian","4. College Grad","2. >=Very Good",0
"2004",2006,50,"4. Divorced","1. White","4. College Grad","1. <=Good",1
"2005",2004,55,"2. Married","1. White","4. College Grad","1. <=Good",0
"2006",2009,56,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2007",2005,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2008",2009,44,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2009",2005,30,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2010",2005,34,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2011",2007,50,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"2012",2004,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"2013",2003,53,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"2014",2004,40,"1. Never Married","2. Black","5. Advanced Degree","2. >=Very Good",0
"2015",2006,34,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2016",2006,36,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2017",2005,44,"2. Married","1. White","3. Some College","1. <=Good",1
"2018",2008,54,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"2019",2008,36,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2020",2006,62,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2021",2008,33,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2022",2004,44,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",1
"2023",2005,80,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2024",2005,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2025",2008,58,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"2026",2004,51,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2027",2005,60,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2028",2007,33,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"2029",2006,28,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"2030",2004,37,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2031",2006,56,"2. Married","1. White","3. Some College","2. >=Very Good",0
"2032",2009,59,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2033",2004,56,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"2034",2003,34,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"2035",2004,37,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2036",2009,36,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"2037",2008,45,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2038",2006,36,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2039",2008,23,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2040",2003,56,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2041",2005,33,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2042",2009,48,"2. Married","3. Asian","1. < HS Grad","2. >=Very Good",1
"2043",2008,28,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2044",2008,37,"2. Married","1. White","3. Some College","1. <=Good",1
"2045",2006,56,"2. Married","1. White","2. HS Grad","1. <=Good",0
"2046",2005,22,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"2047",2007,60,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2048",2009,30,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"2049",2003,50,"2. Married","1. White","2. HS Grad","1. <=Good",1
"2050",2003,38,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2051",2009,55,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2052",2006,26,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2053",2006,39,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2054",2003,42,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2055",2007,71,"2. Married","2. Black","4. College Grad","1. <=Good",1
"2056",2008,33,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2057",2004,49,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"2058",2005,45,"2. Married","1. White","3. Some College","1. <=Good",0
"2059",2004,41,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"2060",2005,59,"4. Divorced","1. White","1. < HS Grad","1. <=Good",0
"2061",2004,33,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2062",2009,47,"1. Never Married","4. Other","1. < HS Grad","1. <=Good",0
"2063",2006,34,"2. Married","1. White","3. Some College","2. >=Very Good",1
"2064",2007,23,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"2065",2009,32,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"2066",2009,30,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"2067",2006,54,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"2068",2009,46,"2. Married","1. White","3. Some College","2. >=Very Good",1
